ResponseId,demo_part2_religion,demo_part2_free,demo_religserv-PEW,demo_religimp-PEW,demo_part3_pray-PEW,religion_cat,religion_denom
R_yD9jOmYoAoQD3qx,Spiritual but not religious,NA,Never,Very important,A few times a month,Spiritual but not religious,New Age / Spiritual
R_1BVHqpSOMRm7pvM,Agnostic,NA,Never,Not too important,Seldom,Agnostic,Non-religious
R_1kUlsiCHdnos5dT,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_rr5ZReZEb3j2fQJ,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_3DpSX3X6ghhIjiA,Catholic,NA,Once or twice a month,Somewhat important,Once a day,Catholic,Christian
R_2chDtf4awrxfwFy,Agnostic,NA,Seldom,Not at all important,Never,Agnostic,Non-religious
R_1prseEARTUPxSnM,Nothing in particular,NA,Never,Not at all important,Never,Nothing in particular,Non-religious
R_3sajbsF0StQvRQj,Spiritual but not religious,NA,Seldom,Not too important,A few times a month,Spiritual but not religious,New Age / Spiritual
R_1IDXkdac0crdf1z,Atheist,NA,Seldom,Not at all important,Never,Atheist,Non-religious
R_1DD8qPIYbgG7inN,Nothing in particular,"My family background is generally Christian, maternal grandparents were Lutheran. I was raised without religion; have no interest or belief in any faith or religion.",Never,Not at all important,Never,Nothing in particular,Non-religious
R_YYwPNGi45TFf38d,"Orthodox Christian (for example, Greek Orthodox, Russian Orthodox)",NA,A few times a year,Not at all important,Never,"Orthodox Christian (for example, Greek Orthodox, Russian Orthodox)",Christian
R_3saXHDVwLFinrIM,Catholic,NA,Seldom,Not too important,Never,Catholic,Christian
R_21vplWldYCOLl4Z,Nothing in particular,NA,Never,Not at all important,Never,Nothing in particular,Non-religious
R_1GCybpbVb6KPeHQ,Buddhist,NA,Never,Somewhat important,A few times a month,Buddhist,Other World Religion
R_21ujXrRaZtoZ1qm,Agnostic,NA,Seldom,Not too important,Seldom,Agnostic,Non-religious
R_1ihqpcIs9ow9jyL,"Protestant,Christian, no specific denomination,Some other world religion (Please describe below.),Spiritual but not religious",Im an ordained minister.,Seldom,Not too important,Seldom,More than one religion/spirituality,More than one religion/spirituality
R_3O6N9vEM7FrkNGw,Protestant,NA,Never,Somewhat important,Once a day,Protestant,Christian
R_2XaCnCkCQ6AvjTu,Atheist,n/a,Never,Not at all important,Never,Atheist,Non-religious
R_2VlOSQie96cM4N1,"Evangelical or ""born again""",NA,Once or twice a month,Not too important,A few times a week,"Evangelical or ""born again""",Christian
R_129KqwJZH3yaa8N,"Agnostic,Atheist",NA,Never,Not at all important,Never,More than one non-religious identity,Non-religious
R_20M807UYO9NLJxm,Nothing in particular,No,Seldom,Not at all important,Never,Nothing in particular,Non-religious
R_b46YekmVSPXOMsV,Spiritual but not religious,NA,Seldom,Somewhat important,Once a day,Spiritual but not religious,New Age / Spiritual
R_3NDqbfQ9Y0BnHua,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_2tmrX4QadlmAIHN,"Evangelical or ""born again"",Catholic","Born and raised Catholic, got away from my religion for 48 years, came back about 5 years ago.",Once a week,Very important,Several times a day,"Evangelical or ""born again""",Christian
R_PAigUZbgorUvdFT,"Some other kind of Christianity (Please describe below.),Spiritual but not religious",NA,Never,Very important,Several times a day,More than one religion/spirituality,More than one religion/spirituality
R_3FLmTDnPQejSD6t,Catholic,NA,Seldom,Very important,Several times a day,Catholic,Christian
R_29mGsqco2mUr5DR,Muslim,NA,Seldom,Not too important,Seldom,Muslim,Other World Religion
R_1Cqkz6TMUzKZeXx,Catholic,NA,A few times a year,Very important,Once a week,Catholic,Christian
R_2VehKGRE7FZLR4t,Protestant,NA,More than once a week,Very important,Several times a day,Protestant,Christian
R_3KJvkKYzhmg454K,"Agnostic,Nothing in particular",NA,Never,Not too important,Several times a day,More than one non-religious identity,Non-religious
R_XFntxwUrwfk7Y3L,"Pagan, Wiccan, or other New Age faiths,Something else (Please describe below.)",I don't pray in the traditional way. It's more akin to meditation.,Never,Very important,A few times a week,More than one religion/spirituality,More than one religion/spirituality
R_12u4GLjNkM06aUi,"Christian, no specific denomination",NA,Never,Not too important,Never,"Christian, no specific denomination",Christian
R_eKDCTd0UyO1zCE1,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_1Hp2VPOF0ALDc9t,"Catholic,Agnostic",Slightly religious but not really,Seldom,Not too important,Seldom,More than one religion/spirituality,More than one religion/spirituality
R_2PAujvLZWT3qMUO,Catholic,NA,A few times a year,Somewhat important,Once a week,Catholic,Christian
R_3dWjf6wMGXBnY9z,"Catholic,Agnostic",NA,Seldom,Not too important,Once a day,More than one religion/spirituality,More than one religion/spirituality
R_5uOJ2aTAGCQJC9z,"Pagan, Wiccan, or other New Age faiths","This is the first survey I've taken that listed ""Pagan"" as an option, so that's pretty cool.",Once or twice a month,Very important,Once a day,"Pagan, Wiccan, or other New Age faiths",New Age / Spiritual
R_1GUm6DTIXeHcpbU,"Evangelical or ""born again""","God has absolutely astounded me with His goodness in my life, both before and after I was saved. It has given a whole new meaning to the words ""amazing grace."" My heart overflows with gratitude for Him every second of every day. Thank you for asking.   :)",Once a week,Very important,Several times a day,"Evangelical or ""born again""",Christian
R_26nl37jBcKPziuh,Some other kind of Christianity (Please describe below.),NA,Once a week,Somewhat important,A few times a week,Some other kind of Christianity (Please describe below.),Christian
R_1d7fggb4n5xPjyY,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_2VmCK9SFTZOCLx2,"Christian, no specific denomination",NA,Never,Not at all important,Several times a day,"Christian, no specific denomination",Christian
R_1IXdHMQl34s3d8Q,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_3MrLhs3C7WcvqvG,Muslim,NA,A few times a year,Very important,Several times a day,Muslim,Other World Religion
R_DjAaa5dwPLirGYF,Spiritual but not religious,NA,Never,Not at all important,Seldom,Spiritual but not religious,New Age / Spiritual
R_22Laur0i1oovqC9,Atheist,I was raised Christian but lost faith as I got older,Never,Not at all important,Seldom,Atheist,Non-religious
R_qVZvUetFXErAM3T,"Agnostic,Nothing in particular",NA,Never,Not at all important,Never,More than one non-religious identity,Non-religious
R_T5fO7UtyWDBuSzL,"Spiritual but not religious,Nothing in particular",NA,Never,Not too important,A few times a month,"Evangelical or ""born again""",Christian
R_2QffWPvDRjNpYgL,Agnostic,I was raised in a Christian household but have become more agnostic as I've gotten older.,Never,Not at all important,Seldom,Agnostic,Non-religious
R_1IsdPTMtlLWrNnR,"Christian, no specific denomination",NA,A few times a year,Somewhat important,A few times a week,"Christian, no specific denomination",Christian
R_1mgBX1XniCQ2IE8,Hindu,NA,A few times a year,Not too important,Seldom,Hindu,Other World Religion
R_2WVJ8NyjMGMNof6,"Christian, no specific denomination",NA,Never,Very important,Once a day,"Christian, no specific denomination",Christian
R_3scY0JvlnOxh9gi,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_3sdejwbkXyZehim,Protestant,NA,Never,Somewhat important,Seldom,Protestant,Christian
R_aWuLv9KQUPggahr,"Christian, no specific denomination",NA,A few times a year,Somewhat important,Seldom,"Christian, no specific denomination",Christian
R_2viYqbQYTQMQwde,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_2saJzbktOEqgLZl,Agnostic,NA,Never,Not too important,Seldom,Agnostic,Non-religious
R_WexQVCY3kOVfK1P,Catholic,NA,A few times a year,Not too important,Seldom,Catholic,Christian
R_R48bUmM8lMPhrG1,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_1DVmqyJtgMk5mLQ,"Catholic,Spiritual but not religious",NA,Seldom,Not too important,A few times a month,More than one religion/spirituality,More than one religion/spirituality
R_31LDQhqNfmozwFv,Catholic,NA,Never,Not at all important,Never,Catholic,Christian
R_31zN1xzLRrYyzFB,Catholic,NA,A few times a year,Somewhat important,Once a day,Catholic,Christian
R_3J33lk7ksjqblL9,Protestant,NA,Once a week,Very important,Several times a day,Protestant,Christian
R_3EMfb2z0TmqDQiz,Catholic,NA,A few times a year,Somewhat important,Once a day,Catholic,Christian
R_1NfAYNZF1dzzrJB,Buddhist,NA,Seldom,Not too important,Seldom,Buddhist,Other World Religion
R_pfIyf6V5uCGOwMh,"Christian, no specific denomination",NA,Never,Somewhat important,A few times a week,"Christian, no specific denomination",Christian
R_2aFbpBswe4yAWnJ,"Christian, no specific denomination",NA,A few times a year,Not too important,Seldom,"Christian, no specific denomination",Christian
R_3KrcWQ7gB3ptVWC,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_3O6bW0smOyk3lkr,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_XSR6SXXXUd5HGoN,Atheist,"I am an atheist and determinist and I believe free will is an illusion. If any of my asnwers seem contradictory, this may shed some light on them for you.",Never,Not at all important,Never,Atheist,Non-religious
R_bINCR9Gu9wVhT5D,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_PCdT4TulX4MsqOt,Agnostic,NA,Never,Not too important,Seldom,Agnostic,Non-religious
R_3hcEJLcYQttE2SL,Protestant,NA,Never,Very important,A few times a week,Protestant,Christian
R_3JsmFsaoDK6UmGU,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_88MDR2kqwycadxv,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_TddaQHyL3UOjjTr,Atheist,I don’t believe in a God or higher spiritual power/creator,Never,Not at all important,Never,Atheist,Non-religious
R_2WCHbz5zj323xsE,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_3rP86HpfO1yXk5X,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_1gv9gT5poEpAhoT,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_2yqrK49wnJ7qo7D,Nothing in particular,NA,Never,Not at all important,Never,Nothing in particular,Non-religious
R_29lX0XtlzZ8DBTY,Spiritual but not religious,NA,Never,Not too important,A few times a month,Spiritual but not religious,New Age / Spiritual
R_2V7wVmsbWk92IPp,Something else (Please describe below.),NA,Never,Not too important,A few times a week,Something else (Please describe below.),Other
R_3smD2yIkReLgWhk,Protestant,NA,Never,Not too important,A few times a week,Protestant,Christian
R_1IK4LRZZH6Rqwm4,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_3n8U4sxELtGuWWt,"Agnostic,Nothing in particular",I used to be catholic and grew up as such in a rural Christian town. Once I left and experienced more of the world and the people in it I grew out of it.,Never,Not at all important,Never,More than one non-religious identity,Non-religious
R_2U0o5yj5TQD86rl,"Some other kind of Christianity (Please describe below.),Buddhist",Consider myself Philosophical Theist,Never,Not too important,Seldom,More than one religion/spirituality,More than one religion/spirituality
R_RnpXNMEPwG8A2o9,Catholic,NA,Once or twice a month,Very important,Once a day,Catholic,Christian
R_30le4hgZptXlyVV,"Agnostic,Atheist,Nothing in particular",NA,Never,Not at all important,Never,More than one non-religious identity,Non-religious
R_PTlH1qclxsfDKs9,Protestant,NA,Seldom,Not at all important,Never,Protestant,Christian
R_1OZEUBDOz7ilxFe,"Pagan, Wiccan, or other New Age faiths",My belief system reaches resolutions while continuing to expand. I am constantly experiencing and learning anew.,A few times a year,Somewhat important,A few times a month,"Pagan, Wiccan, or other New Age faiths",New Age / Spiritual
R_31GUkBUQUsTY1Pw,Catholic,NA,Seldom,Somewhat important,A few times a month,Catholic,Christian
R_eX2lZ3sDO8P7NIt,Protestant,Baptist & Methodist upbringing but mainly nondem. as an adult.,Seldom,Very important,A few times a week,Protestant,Christian
R_1QxqwUOjWZ4llpj,Jewish,NA,A few times a year,Somewhat important,Seldom,Jewish,Other World Religion
R_Tu9FzaeBQv5W9y1,Catholic,NA,Once or twice a month,Somewhat important,A few times a month,Catholic,Christian
R_2cnqAdn5WXZSZVJ,Agnostic,NA,Seldom,Not too important,Seldom,Agnostic,Non-religious
R_1hWpGvUxSJnZQ6V,Catholic,None.,A few times a year,Somewhat important,Once a week,Catholic,Christian
R_Qb9fE6l2BSvulMd,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_2WNXE4e2n046jWI,"Agnostic,Atheist",I recently (withing last 3 years) have deconverted from Evangelical Christianity and I am now Agnostic/Atheist,Once a week,Somewhat important,Seldom,More than one non-religious identity,Non-religious
R_1roAGqsYtqxMeHX,Some other kind of Christianity (Please describe below.),NA,Never,Somewhat important,A few times a month,Some other kind of Christianity (Please describe below.),Christian
R_6AwKI0Dhr9yuWGt,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_1OW9WRj49zNdnQq,Spiritual but not religious,NA,Never,Not at all important,Never,Spiritual but not religious,New Age / Spiritual
R_6PDEZuAi4496Moh,Protestant,NA,Never,Very important,A few times a month,Protestant,Christian
R_1oveSkvNvVRBn2A,Jewish,NA,Seldom,NA,Seldom,Jewish,Other World Religion
R_1FS6EW9y0qIbtWo,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_3pnerfpLVkEZo8j,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_2S2jqL2k2FjmKty,"Christian, no specific denomination",NA,A few times a year,Somewhat important,A few times a month,"Christian, no specific denomination",Christian
R_3e2fcKOlxQebCaB,"Christian, no specific denomination",NA,Once or twice a month,Very important,Several times a day,"Christian, no specific denomination",Christian
R_1f1Kc0r2NsuIP3Y,Agnostic,NA,Never,Not too important,A few times a month,Agnostic,Non-religious
R_33vY0GByIRGOjy1,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_1NrBFdSVEGE8dUF,"Member of the Church of Jesus Christ of Latter-day Saints (sometimes known as ""Mormon"")",NA,Once a week,Somewhat important,Several times a day,"Member of the Church of Jesus Christ of Latter-day Saints (sometimes known as ""Mormon"")",Christian
R_tLjHM6mOWzPB55f,Protestant,NA,A few times a year,Somewhat important,A few times a week,Protestant,Christian
R_12kTef8IMKJX9Ni,"Evangelical or ""born again"",Christian, no specific denomination",NA,Seldom,Very important,Several times a day,"Evangelical or ""born again""",Christian
R_3QMCgGAPzlrZBoc,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_1M5teNnBLuvej4N,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_UVWTUcvLHdtJ9Cx,"Christian, no specific denomination",NA,Seldom,Not at all important,Never,"Christian, no specific denomination",Christian
R_BSnF3lRd6XZNyFz,NA,NA,Never,Not too important,Seldom,NA,Other
R_1N3Nk8Qs1L4jixv,Catholic,NA,Seldom,Somewhat important,Once a day,Catholic,Christian
R_2RPnvllh8Veco4R,"Christian, no specific denomination",NA,A few times a year,Very important,Several times a day,"Christian, no specific denomination",Christian
R_xeXEk2O644IPcI1,Agnostic,NA,Seldom,Not at all important,Never,Agnostic,Non-religious
R_2PnDxJuHKY23c8o,Spiritual but not religious,NA,Never,Not at all important,Never,Spiritual but not religious,New Age / Spiritual
R_1N81qIuQ4k87MmC,Catholic,NA,Seldom,Not too important,Seldom,Catholic,Christian
R_10MGW2UpUwD2zlR,Jewish,NA,Seldom,Somewhat important,Seldom,Jewish,Other World Religion
R_3HRiyfWWl5SeVXH,Catholic,NA,A few times a year,Somewhat important,A few times a week,Catholic,Christian
R_2CqOw0dzSoBwnKx,"Christian, no specific denomination",NA,Never,NA,Once a day,"Christian, no specific denomination",Christian
R_1MScrKvYVjFkmOV,Nothing in particular,NA,Never,Not at all important,Never,Nothing in particular,Non-religious
R_2YrGdxUb6k21yei,"Agnostic,Atheist",NA,Never,Not too important,Seldom,More than one non-religious identity,Non-religious
